complaint,language,category,subcategory,department,priority,severity_score,district_type,confidence_label
Dead goat remains have been lying near the village temple since this morning.,English,Sanitation,Dead Animal Disposal,Rural Sanitation Department,Ultra High,97,Rural,High
Rotting flower garlands are left near the temple entrance after every festival.,English,Sanitation,Solid Waste Disposal,Municipal Sanitation Department,Medium,69,Urban,High
There are no waste bins near the district employment exchange building.,English,Sanitation,Public Waste Management,Municipal Sanitation Department,Medium,57,Urban,High
Cleaning staff skipped our apartment block even after multiple complaints.,English,Sanitation,Street Cleaning,Municipal Sanitation Department,Medium,61,Urban,High
वार्ड 2 में कूड़े का ढेर लगातार बढ़ता जा रहा है और कोई उठाने नहीं आ रहा।,Hindi,Sanitation,Garbage Collection,Municipal Sanitation Department,High,82,Urban,High
मुख्य बाजार की नाली पूरी तरह बंद हो गई है।,Hindi,Sanitation,Drain Cleaning,Municipal Sanitation Department,High,87,Urban,High
सार्वजनिक शौचालय में कई दिनों से सफाई नहीं हुई।,Hindi,Sanitation,Public Toilet Maintenance,Municipal Sanitation Department,High,83,Urban,High
हमारे गांव में कूड़ा उठाने वाली गाड़ी सिर्फ मुख्य चौक तक आती है।,Hindi,Sanitation,Garbage Collection,Rural Sanitation Department,Medium,63,Rural,High
अस्पताल के सामने डस्टबिन से कचरा बाहर फैल गया है।,Hindi,Sanitation,Public Waste Management,Health Department,High,84,Urban,High
लोग नहर किनारे खुले में कचरा डाल रहे हैं।,Hindi,Sanitation,Illegal Garbage Dumping,Rural Sanitation Department,High,75,Rural,High
मांस बाजार के पास गंदगी कई दिनों से साफ नहीं हुई।,Hindi,Sanitation,Solid Waste Disposal,Municipal Sanitation Department,High,80,Urban,High
हमारी कॉलोनी की अंदर वाली गलियों में झाड़ू नहीं लगती।,Hindi,Sanitation,Street Cleaning,Municipal Sanitation Department,Medium,59,Urban,High
स्वास्थ्य केंद्र के बाहर मेडिकल कचरा पड़ा हुआ है।,Hindi,Sanitation,Biomedical Waste Management,Health Department,Ultra High,99,Urban,High
सड़क किनारे रखा डस्टबिन पूरी तरह टूट चुका है।,Hindi,Sanitation,Public Waste Management,Municipal Sanitation Department,Low,44,Urban,High
गांव के मंदिर के पास मरा हुआ जानवर पड़ा है।,Hindi,Sanitation,Dead Animal Disposal,Rural Sanitation Department,Ultra High,96,Rural,High
नाली की गंदगी से मच्छर बहुत बढ़ गए हैं।,Hindi,Sanitation,Drain Cleaning,Municipal Sanitation Department,High,85,Urban,High
हर शाम कॉलोनी में प्लास्टिक का कचरा जलाया जाता है।,Hindi,Sanitation,Solid Waste Disposal,Municipal Sanitation Department,Medium,68,Urban,High
बस स्टैंड के शौचालय की हालत बेहद खराब है।,Hindi,Sanitation,Public Toilet Maintenance,Municipal Sanitation Department,High,81,Urban,High
विद्यालय के बाहर रोज कूड़ा जमा रहता है।,Hindi,Sanitation,Garbage Collection,Municipal Sanitation Department,Medium,66,Urban,High
ग्राम पंचायत भवन के सामने कई दिनों से सफाई नहीं हुई।,Hindi,Sanitation,Street Cleaning,Rural Sanitation Department,Medium,62,Rural,High
तालाब में लोग प्लास्टिक की बोतलें और कचरा फेंक रहे हैं।,Hindi,Sanitation,Illegal Garbage Dumping,Rural Sanitation Department,High,77,Rural,High
Ward 34 me garbage van fir skip kar gayi.,Hinglish,Sanitation,Garbage Collection,Municipal Sanitation Department,Medium,62,Urban,High
Nala pura choke hai aur pani road pe aa gaya.,Hinglish,Sanitation,Drain Cleaning,Municipal Sanitation Department,High,88,Urban,High
Public toilet ki cleaning bahut hi poor hai.,Hinglish,Sanitation,Public Toilet Maintenance,Municipal Sanitation Department,High,83,Urban,High
Hospital ke samne dustbin se kachra bahar gir raha hai.,Hinglish,Sanitation,Public Waste Management,Health Department,High,84,Urban,High
Gaon me garbage gadi sirf main road tak hi aati hai.,Hinglish,Sanitation,Garbage Collection,Rural Sanitation Department,Medium,63,Rural,High
Nahar ke side log openly garbage dump kar rahe hain.,Hinglish,Sanitation,Illegal Garbage Dumping,Rural Sanitation Department,High,75,Rural,High
Meat market ke paas bahut gandi smell aa rahi hai.,Hinglish,Sanitation,Solid Waste Disposal,Municipal Sanitation Department,High,80,Urban,High
Safai staff humari gali me aata hi nahi.,Hinglish,Sanitation,Street Cleaning,Municipal Sanitation Department,Medium,58,Urban,High
Biomedical waste lab ke bahar khula pada hua hai.,Hinglish,Sanitation,Biomedical Waste Management,Health Department,Ultra High,99,Urban,High
Road ke side dead bakra pada hua hai.,Hinglish,Sanitation,Dead Animal Disposal,Rural Sanitation Department,Ultra High,97,Rural,High
Humare area ke dustbin sab toot chuke hain.,Hinglish,Sanitation,Public Waste Management,Municipal Sanitation Department,Low,43,Urban,High
Drain clean nahi hua isliye machhar kaafi badh gaye.,Hinglish,Sanitation,Drain Cleaning,Municipal Sanitation Department,High,84,Urban,High
Temple ke gate pe flower waste roz jama hota hai.,Hinglish,Sanitation,Solid Waste Disposal,Municipal Sanitation Department,Medium,67,Urban,High
Garbage van 4 din me ek baar hi aati hai.,Hinglish,Sanitation,Garbage Collection,Municipal Sanitation Department,Medium,60,Urban,High
Bus stand ke washroom me itni gandgi hai ki use nahi kar sakte.,Hinglish,Sanitation,Public Toilet Maintenance,Municipal Sanitation Department,High,82,Urban,High
Apartment ke andar wali road pe safai bilkul nahi hoti.,Hinglish,Sanitation,Street Cleaning,Municipal Sanitation Department,Medium,59,Urban,High
Water supply has been irregular in Ward 12 for the last five days. We receive water for barely ten minutes every morning.,English,Water Supply,Irregular Water Supply,Public Health Engineering Department,High,78,Urban,High
Our colony near Shastri Market has not received drinking water since yesterday afternoon. Kindly restore the supply urgently.,English,Water Supply,No Water Supply,Public Health Engineering Department,High,82,Urban,High
The tap water in Green Park Colony smells bad and has a yellow color. Please check the pipeline.,English,Water Supply,Contaminated Water,Public Health Engineering Department,Medium,65,Urban,High
Water pressure is extremely low in Village Kachhar. Storage tanks cannot fill properly.,English,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,54,Rural,High
Every evening the supply stops before enough water is collected. Families are struggling.,English,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,59,Urban,High
There has been no tanker despite repeated requests in our drought affected hamlet for three days.,English,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,95,Rural,High
Pipeline leakage near the government school is wasting clean water continuously.,English,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,76,Rural,High
The overhead tank in our area has not been cleaned for months. Water quality is getting worse.,English,Water Supply,Water Quality Issue,Public Health Engineering Department,Medium,60,Urban,High
Water supply was promised from 6 AM but it starts after 9 AM almost every day.,English,Water Supply,Delayed Water Supply,Public Health Engineering Department,Medium,48,Urban,High
The public tap at the bus stand has been dry since Monday.,English,Water Supply,Public Tap Not Working,Public Health Engineering Department,High,72,Rural,High
Our apartment receives muddy water whenever the supply resumes after shutdown.,English,Water Supply,Dirty Water Supply,Public Health Engineering Department,High,79,Urban,High
Residents of Ward 4 have complained many times but the drinking water problem is still unresolved.,English,Water Supply,Repeated Supply Failure,Public Health Engineering Department,High,80,Urban,High
Water comes only on alternate days without any notice.,English,Water Supply,Irregular Water Supply,Public Health Engineering Department,Medium,58,Rural,High
The handpump near the primary health center has stopped working and there is no alternative water source.,English,Water Supply,Handpump Failure,Public Health Engineering Department,Ultra High,92,Rural,High
Supply to our street ends within five minutes because of very weak pressure.,English,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,55,Urban,High
Several houses near Lake Road are still waiting for drinking water restoration after pipeline repair.,English,Water Supply,Supply Not Restored,Public Health Engineering Department,High,74,Urban,High
Please fix the broken community water tap in our village market. People are walking long distances for water.,English,Water Supply,Community Tap Damage,Public Health Engineering Department,High,77,Rural,High
वार्ड 8 में पिछले चार दिनों से पानी की सप्लाई बंद है। लोगों को पीने का पानी खरीदना पड़ रहा है।,Hindi,Water Supply,No Water Supply,Public Health Engineering Department,High,84,Urban,High
हमारे गांव की पाइपलाइन टूट गई है जिससे पूरा पानी सड़क पर बह रहा है।,Hindi,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,75,Rural,High
नल से गंदा और बदबूदार पानी आ रहा है। बच्चों की तबीयत खराब होने लगी है।,Hindi,Water Supply,Contaminated Water,Public Health Engineering Department,Ultra High,90,Urban,High
बस स्टैंड के पास लगा सार्वजनिक नल कई दिनों से सूखा पड़ा है।,Hindi,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,57,Urban,High
ग्राम पंचायत भवन के सामने हैंडपंप खराब है और अभी तक मरम्मत नहीं हुई।,Hindi,Water Supply,Handpump Failure,Public Health Engineering Department,High,81,Rural,High
पानी का प्रेशर इतना कम है कि टंकी भर ही नहीं पाती।,Hindi,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,53,Urban,High
बाजार मोहल्ले में सुबह की सप्लाई केवल पांच मिनट के लिए आती है।,Hindi,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,56,Urban,High
15 जुलाई से हमारे इलाके में पानी नहीं आया है। कृपया जल्द समाधान करें।,Hindi,Water Supply,No Water Supply,Public Health Engineering Department,High,83,Rural,High
अस्पताल के पास की पानी की लाइन में रिसाव है जिससे कीचड़ फैल रहा है।,Hindi,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,74,Urban,High
ओवरहेड टंकी की सफाई लंबे समय से नहीं हुई है। पानी पीने लायक नहीं लग रहा।,Hindi,Water Supply,Water Quality Issue,Public Health Engineering Department,High,71,Rural,High
हर दूसरे दिन ही पानी आता है इससे बहुत परेशानी हो रही है।,Hindi,Water Supply,Irregular Water Supply,Public Health Engineering Department,Medium,52,Rural,High
स्कूल के पास लगा सार्वजनिक नल बंद पड़ा है। बच्चों को पानी नहीं मिल रहा।,Hindi,Water Supply,Public Tap Not Working,Public Health Engineering Department,High,79,Rural,High
हमारी कॉलोनी में टैंकर भेजने की मांग कई बार की लेकिन कोई नहीं आया।,Hindi,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,93,Urban,High
वार्ड 21 में पानी देर से आता है और आधे घंटे में बंद हो जाता है।,Hindi,Water Supply,Delayed Water Supply,Public Health Engineering Department,Medium,61,Urban,High
गांव के आखिरी मोहल्ले तक पानी पहुंच ही नहीं रहा।,Hindi,Water Supply,Supply Distribution Issue,Public Health Engineering Department,High,78,Rural,High
नल खोलते ही मिट्टी मिला पानी निकलता है। कृपया जांच करें।,Hindi,Water Supply,Dirty Water Supply,Public Health Engineering Department,High,80,Rural,High
पीने के पानी की सप्लाई बिना सूचना बंद कर दी गई है।,Hindi,Water Supply,Unannounced Water Cut,Public Health Engineering Department,High,73,Urban,High
Hamare ward 15 me kal se pani hi nahi aa raha pls jaldi thik karo.,Hinglish,Water Supply,No Water Supply,Public Health Engineering Department,High,82,Urban,High
Pani ka pressure bahut low hai tanki fill hi nahi ho pati.,Hinglish,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,54,Urban,High
Village ke handpump ne kaam karna band kar diya sab log pareshan hain.,Hinglish,Water Supply,Handpump Failure,Public Health Engineering Department,High,80,Rural,High
Market ke paas pipeline leak ho rahi hai aur bahut pani waste ho raha hai.,Hinglish,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,74,Urban,High
Tap se yellow colour ka pani aa raha h use nahi kar sakte.,Hinglish,Water Supply,Contaminated Water,Public Health Engineering Department,High,77,Urban,High
Roz supply ka timing change ho jata hai koi fix time hi nahi hai.,Hinglish,Water Supply,Irregular Water Supply,Public Health Engineering Department,Medium,50,Urban,High
Govt school ke paas wala public tap kharab pada hai.,Hinglish,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,58,Rural,High
Teen din se tanker mang rahe hain but koi response nahi mila.,Hinglish,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,94,Rural,High
Colony me sirf 10 min ke liye pani aata hai fir band ho jata.,Hinglish,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,57,Urban,High
Hospital road wali line repair ke baad bhi supply resume nahi hui.,Hinglish,Water Supply,Supply Not Restored,Public Health Engineering Department,High,76,Urban,High
Pani me ajeeb smell aa rahi hai lagta h contamination hai.,Hinglish,Water Supply,Water Quality Issue,Public Health Engineering Department,High,81,Rural,High
Bus stand ke public nal me bilkul pani nahi aa raha.,Hinglish,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,55,Rural,High
Har dusre din hi water supply milti hai ye problem solve karo.,Hinglish,Water Supply,Irregular Water Supply,Public Health Engineering Department,Medium,60,Rural,High
Overhead tank ki safai kab hui pata nahi pani bilkul saaf nahi hai.,Hinglish,Water Supply,Water Quality Issue,Public Health Engineering Department,High,72,Urban,High
Main road ke paas pipeline fut gayi aur supply bhi band ho gayi.,Hinglish,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,79,Urban,High
Subah 6 baje bolte hain pani aayega but 9 baje tak wait karna padta hai.,Hinglish,Water Supply,Delayed Water Supply,Public Health Engineering Department,Medium,62,Urban,High
Water supply has completely stopped in Nehru Nagar since last night. Nobody informed residents.,English,Water Supply,No Water Supply,Public Health Engineering Department,High,85,Urban,High
We are getting water only once in three days in Ward 18. This is becoming difficult for families.,English,Water Supply,Irregular Water Supply,Public Health Engineering Department,High,79,Urban,High
Dirty water mixed with sand is coming through household taps near Railway Colony.,English,Water Supply,Dirty Water Supply,Public Health Engineering Department,High,83,Urban,High
There is a major leak in the pipeline beside Ambedkar Chowk and water is flowing all day.,English,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,76,Urban,High
The community handpump in our village has been out of service for a week.,English,Water Supply,Handpump Failure,Public Health Engineering Department,High,80,Rural,High
Drinking water reaches our street with very low pressure every morning.,English,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,57,Urban,High
No water tanker has visited our village despite repeated complaints.,English,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,94,Rural,High
The water supplied today had a strong chlorine smell and strange taste.,English,Water Supply,Water Quality Issue,Public Health Engineering Department,Medium,63,Urban,High
Our area receives water for less than five minutes daily.,English,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,56,Rural,High
Pipeline repair finished yesterday but water supply has still not resumed.,English,Water Supply,Supply Not Restored,Public Health Engineering Department,High,75,Urban,High
Public drinking tap near the vegetable market has no water.,English,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,55,Urban,High
The overhead tank is overflowing every afternoon because the valve is faulty.,English,Water Supply,Water Wastage,Public Health Engineering Department,Medium,52,Urban,High
Our borewell water has become muddy after nearby pipeline work.,English,Water Supply,Contaminated Water,Public Health Engineering Department,High,77,Rural,High
Supply timing changes every day without notice which creates confusion.,English,Water Supply,Delayed Water Supply,Public Health Engineering Department,Medium,51,Urban,High
The main water valve in our locality has been damaged for two days.,English,Water Supply,Valve Damage,Public Health Engineering Department,High,74,Urban,High
Children at the government hostel are not getting enough drinking water.,English,Water Supply,Insufficient Water Supply,Public Health Engineering Department,Ultra High,91,Rural,High
Please restore drinking water near Old Bus Stand immediately.,English,Water Supply,No Water Supply,Public Health Engineering Department,High,78,Urban,High
वार्ड 5 में सुबह से पानी नहीं आया है। पूरा मोहल्ला परेशान है।,Hindi,Water Supply,No Water Supply,Public Health Engineering Department,High,84,Urban,High
हमारे गांव की पानी की टंकी से गंदा पानी सप्लाई हो रहा है।,Hindi,Water Supply,Contaminated Water,Public Health Engineering Department,High,82,Rural,High
मुख्य पाइपलाइन फट गई है और हजारों लीटर पानी बह रहा है।,Hindi,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,79,Urban,High
हैंडपंप पिछले दस दिनों से खराब है। कोई देखने नहीं आया।,Hindi,Water Supply,Handpump Failure,Public Health Engineering Department,High,81,Rural,High
पानी का दबाव बहुत कम है इसलिए ऊपर की मंजिल तक पानी नहीं पहुंचता।,Hindi,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,58,Urban,High
तीन दिन से टैंकर नहीं आया जबकि कई बार शिकायत की गई।,Hindi,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,93,Rural,High
बाजार के सार्वजनिक नल में बिल्कुल पानी नहीं आ रहा।,Hindi,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,54,Urban,High
हर दिन पानी का समय बदल दिया जाता है।,Hindi,Water Supply,Delayed Water Supply,Public Health Engineering Department,Medium,49,Urban,High
स्कूल के पास की पाइपलाइन में रिसाव हो रहा है।,Hindi,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,72,Rural,High
ओवरहेड टंकी महीनों से साफ नहीं हुई है।,Hindi,Water Supply,Water Quality Issue,Public Health Engineering Department,Medium,61,Urban,High
पिछले चार दिनों से हमारे इलाके में पानी की सप्लाई नहीं हुई।,Hindi,Water Supply,No Water Supply,Public Health Engineering Department,High,83,Rural,High
पानी में बदबू आ रही है और उसका रंग भी पीला है।,Hindi,Water Supply,Contaminated Water,Public Health Engineering Department,High,80,Urban,High
बस स्टैंड के पास का सार्वजनिक नल खराब पड़ा है।,Hindi,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,56,Urban,High
हमारे गांव के आखिरी मोहल्ले तक पानी नहीं पहुंचता।,Hindi,Water Supply,Supply Distribution Issue,Public Health Engineering Department,High,76,Rural,High
सिर्फ पांच मिनट के लिए पानी आता है फिर बंद हो जाता है।,Hindi,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,55,Urban,High
बिना किसी सूचना के पानी की सप्लाई रोक दी गई।,Hindi,Water Supply,Unannounced Water Cut,Public Health Engineering Department,High,73,Urban,High
अस्पताल के सामने पाइपलाइन टूटने से पानी बर्बाद हो रहा है।,Hindi,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,77,Urban,High
Hamare area me 2 din se bilkul pani nahi aa raha.,Hinglish,Water Supply,No Water Supply,Public Health Engineering Department,High,83,Urban,High
Pani bahut ganda aa raha hai peene layak nahi hai.,Hinglish,Water Supply,Dirty Water Supply,Public Health Engineering Department,High,81,Urban,High
Village wala handpump fir se kharab ho gaya.,Hinglish,Water Supply,Handpump Failure,Public Health Engineering Department,High,79,Rural,High
Pipeline leak ki wajah se road par pani hi pani hai.,Hinglish,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,75,Urban,High
Pressure itna low h ki tank bharne me 2 ghante lagte hain.,Hinglish,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,57,Urban,High
Tanker abhi tak nahi bheja gaya bahut dikkat ho rhi hai.,Hinglish,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,92,Rural,High
Public tap market ke pass dry pada hai.,Hinglish,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,53,Urban,High
Roz pani ka timing change ho jata h.,Hinglish,Water Supply,Delayed Water Supply,Public Health Engineering Department,Medium,50,Urban,High
School ke side wali line leak ho rahi hai.,Hinglish,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,71,Rural,High
Overhead tank ka pani smell kar raha hai.,Hinglish,Water Supply,Water Quality Issue,Public Health Engineering Department,Medium,62,Urban,High
4 din se supply band hai pls dekho.,Hinglish,Water Supply,No Water Supply,Public Health Engineering Department,High,82,Rural,High
Pani yellow colour ka aa raha h.,Hinglish,Water Supply,Contaminated Water,Public Health Engineering Department,High,78,Urban,High
Bus stand ke nal me pani hi nahi aa raha.,Hinglish,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,55,Urban,High
Hamare mohalle ke last ghar tak water nahi pahuchta.,Hinglish,Water Supply,Supply Distribution Issue,Public Health Engineering Department,High,74,Rural,High
Sirf 5 min supply milti hai daily.,Hinglish,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,54,Urban,High
Bina notice ke water supply band kar di.,Hinglish,Water Supply,Unannounced Water Cut,Public Health Engineering Department,High,72,Urban,High
Water pressure near Civil Lines is too weak to reach upper floors.,English,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,58,Urban,High
Brown colored water is coming from taps in our apartment complex.,English,Water Supply,Contaminated Water,Public Health Engineering Department,High,81,Urban,High
The village overhead tank has developed cracks and water is leaking continuously.,English,Water Supply,Overhead Tank Leakage,Public Health Engineering Department,High,77,Rural,High
We have reported the broken public tap twice but nothing has been repaired.,English,Water Supply,Public Tap Damage,Public Health Engineering Department,Medium,56,Urban,High
Water supply gets interrupted every afternoon without any reason.,English,Water Supply,Irregular Water Supply,Public Health Engineering Department,Medium,55,Urban,High
The borewell pump is not working after yesterday's power outage.,English,Water Supply,Borewell Pump Failure,Public Health Engineering Department,High,74,Rural,High
Our locality has received no tanker even after seven days.,English,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,95,Rural,High
Water tastes salty since the new pipeline was installed.,English,Water Supply,Water Quality Issue,Public Health Engineering Department,Medium,64,Urban,High
The valve near Station Road is broken and supply is affected.,English,Water Supply,Valve Damage,Public Health Engineering Department,High,73,Urban,High
Drinking water stopped during the festival and hasn't resumed yet.,English,Water Supply,Supply Not Restored,Public Health Engineering Department,High,79,Urban,High
Only one side of our street receives water every morning.,English,Water Supply,Supply Distribution Issue,Public Health Engineering Department,Medium,60,Urban,High
The community water tank remains empty despite scheduled filling.,English,Water Supply,Storage Tank Not Filled,Public Health Engineering Department,High,76,Rural,High
Pipeline repair work has blocked water supply to our lane for four days.,English,Water Supply,Maintenance Related Supply Cut,Public Health Engineering Department,High,80,Urban,High
Water flow is very slow near the girls hostel.,English,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,53,Urban,High
People are forced to fetch water from another village due to dry taps.,English,Water Supply,No Water Supply,Public Health Engineering Department,Ultra High,91,Rural,High
Please inspect the water line near Gandhi Chowk as supply is failing every evening.,English,Water Supply,Pipeline Issue,Public Health Engineering Department,High,75,Urban,High
वार्ड 16 में दोपहर के बाद पानी बिल्कुल नहीं आता।,Hindi,Water Supply,Irregular Water Supply,Public Health Engineering Department,Medium,57,Urban,High
हमारे मोहल्ले में नल से काला पानी निकल रहा है।,Hindi,Water Supply,Contaminated Water,Public Health Engineering Department,High,83,Urban,High
गांव की पानी की टंकी खाली पड़ी है।,Hindi,Water Supply,Storage Tank Not Filled,Public Health Engineering Department,High,78,Rural,High
पाइपलाइन टूटने से पूरे रास्ते पानी बह रहा है।,Hindi,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,76,Urban,High
पानी का दबाव इतना कम है कि पहली मंजिल तक नहीं पहुंचता।,Hindi,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,59,Urban,High
तीन गांवों में अभी तक पानी का टैंकर नहीं पहुंचा।,Hindi,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,94,Rural,High
सार्वजनिक नल कई दिनों से बंद पड़ा है।,Hindi,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,54,Rural,High
सुबह की सप्लाई अचानक बीच में बंद हो जाती है।,Hindi,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,55,Urban,High
नई पाइपलाइन लगाने के बाद पानी में बदबू आने लगी है।,Hindi,Water Supply,Water Quality Issue,Public Health Engineering Department,High,71,Urban,High
मरम्मत पूरी होने के बाद भी पानी शुरू नहीं हुआ।,Hindi,Water Supply,Supply Not Restored,Public Health Engineering Department,High,79,Urban,High
बस स्टैंड के सामने पानी की लाइन बंद है।,Hindi,Water Supply,Pipeline Issue,Public Health Engineering Department,High,72,Urban,High
गांव के अंतिम घरों तक पानी नहीं पहुंच रहा।,Hindi,Water Supply,Supply Distribution Issue,Public Health Engineering Department,High,75,Rural,High
हैंडपंप से बहुत कम पानी निकल रहा है।,Hindi,Water Supply,Handpump Low Yield,Public Health Engineering Department,Medium,52,Rural,High
अस्पताल परिसर में पानी की भारी कमी है।,Hindi,Water Supply,No Water Supply,Public Health Engineering Department,Ultra High,90,Urban,High
हर रोज पानी देर से छोड़ा जा रहा है।,Hindi,Water Supply,Delayed Water Supply,Public Health Engineering Department,Medium,58,Urban,High
ओवरहेड टंकी से लगातार रिसाव हो रहा है।,Hindi,Water Supply,Overhead Tank Leakage,Public Health Engineering Department,High,74,Rural,High
Hamari gali me subah se water supply band hai.,Hinglish,Water Supply,No Water Supply,Public Health Engineering Department,High,82,Urban,High
Pani ka pressure first floor tak nahi pahuch raha.,Hinglish,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,57,Urban,High
Tap se kala pani aa raha h.,Hinglish,Water Supply,Contaminated Water,Public Health Engineering Department,High,80,Urban,High
Village ki tanki khali padi hai.,Hinglish,Water Supply,Storage Tank Not Filled,Public Health Engineering Department,High,77,Rural,High
Pipeline phat gayi aur sara pani road pe beh raha hai.,Hinglish,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,75,Urban,High
Tanker ke liye 5 din se wait kar rahe hain.,Hinglish,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,93,Rural,High
Public tap bilkul kaam nahi kar raha.,Hinglish,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,55,Urban,High
Roz aadhe raste me hi supply band ho jati hai.,Hinglish,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,54,Urban,High
Repair ke baad bhi pani chalu nahi hua.,Hinglish,Water Supply,Supply Not Restored,Public Health Engineering Department,High,78,Urban,High
Bus stand wali line me problem hai.,Hinglish,Water Supply,Pipeline Issue,Public Health Engineering Department,High,71,Urban,High
Hamare gaon ke last ghar tak pani nahi aa raha.,Hinglish,Water Supply,Supply Distribution Issue,Public Health Engineering Department,High,76,Rural,High
Handpump se bahut kam pani nikal raha h.,Hinglish,Water Supply,Handpump Low Yield,Public Health Engineering Department,Medium,53,Rural,High
Hospital ke paas water supply band hai.,Hinglish,Water Supply,No Water Supply,Public Health Engineering Department,Ultra High,89,Urban,High
Daily supply late start hoti hai.,Hinglish,Water Supply,Delayed Water Supply,Public Health Engineering Department,Medium,56,Urban,High
Overhead tank leak kar rahi hai.,Hinglish,Water Supply,Overhead Tank Leakage,Public Health Engineering Department,High,73,Rural,High
Water ka taste ajeeb ho gaya h pichle 2 din se.,Hinglish,Water Supply,Water Quality Issue,Public Health Engineering Department,Medium,63,Urban,High
Water has not reached our lane in Vivekanand Nagar for the last six days.,English,Water Supply,No Water Supply,Public Health Engineering Department,High,86,Urban,High
The water pipeline near Patel Chowk bursts every few weeks but no permanent repair is done.,English,Water Supply,Recurring Pipeline Leakage,Public Health Engineering Department,High,78,Urban,High
Residents of Ward 31 are receiving cloudy water since this morning.,English,Water Supply,Contaminated Water,Public Health Engineering Department,High,82,Urban,High
Our village well has dried up and the promised tanker has still not arrived.,English,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,96,Rural,High
Supply is available only after midnight which is impossible for elderly people.,English,Water Supply,Improper Supply Timing,Public Health Engineering Department,Medium,62,Urban,High
The overhead tank motor has stopped working and nobody has repaired it.,English,Water Supply,Pump Failure,Public Health Engineering Department,High,76,Rural,High
The public water tap outside the temple has been damaged for almost two weeks.,English,Water Supply,Public Tap Damage,Public Health Engineering Department,Medium,58,Urban,High
Water pressure suddenly drops after a few minutes every morning.,English,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,55,Urban,High
The new pipeline connection to our street is still pending.,English,Water Supply,New Connection Delay,Public Health Engineering Department,Medium,57,Rural,High
Our hostel has received no drinking water since yesterday evening.,English,Water Supply,No Water Supply,Public Health Engineering Department,High,84,Urban,High
Too much rust is coming with tap water near the old water tank.,English,Water Supply,Rusty Water,Public Health Engineering Department,High,79,Urban,High
The valve operator skips our locality during distribution every alternate day.,English,Water Supply,Uneven Water Distribution,Public Health Engineering Department,Medium,60,Rural,High
There is continuous overflow from the village storage tank.,English,Water Supply,Water Wastage,Public Health Engineering Department,Medium,53,Rural,High
Water supply was restored everywhere except our apartment block.,English,Water Supply,Partial Supply Failure,Public Health Engineering Department,High,73,Urban,High
